name,codename,cores,clock,socket,process,l3_cache,tdp,released
Pentium G4560T,Kaby Lake,2  / 4,2.9 GHz,Socket 1151,14,3,35,2017-01-03
Pentium G4600,Kaby Lake,2  / 4,3.6 GHz,Socket 1151,14,3,51,2017-01-03
Pentium G4600T,Kaby Lake,2  / 4,3 GHz,Socket 1151,14,3,35,2017-01-03
Pentium G4620,Kaby Lake,2  / 4,3.7 GHz,Socket 1151,14,3,51,2017-01-03
Core i5-8305G,Kaby Lake G,4  / 8,2.8 to 3.8 GHz,BGA2270,14,6,65,2018-02-01
Core i7-8705G,Kaby Lake G,4  / 8,3.1 to 4.1 GHz,BGA2270,14,8,65,2018-02-01
Core i7-8706G,Kaby Lake G,4  / 8,3.1 to 4.1 GHz,BGA2270,14,8,65,2018-02-01
Core i7-8709G,Kaby Lake G,4  / 8,3.1 to 4.1 GHz,BGA2270,14,8,65,2018-02-01
Core i7-8809G,Kaby Lake G,4  / 8,3.1 to 4.2 GHz,BGA2270,14,8,65,2018-02-01
Xeon E3-1285 v6,Kaby Lake-DT,4  / 8,4.1 to 4.5 GHz,Socket 1151,14,8,79,2017-08-01
Core i5-7300HQ,Kaby Lake-H,4,2.5 to 3.5 GHz,BGA1440,14,6,45,2017-01-03
Core i3-8109U,Kaby Lake-R,2  / 4,3 to 3.6 GHz,BGA1356,14,4,28,2018-04-05
Core i3-8130U,Kaby Lake-R,2  / 4,2.4 to 3.4 GHz,BGA1356,14,4,15,2018-02-13
Core i5-8250U,Kaby Lake-R,4  / 8,1.6 to 3.4 GHz,BGA1356,14,6,15,2017-08-21
Core i5-8269U,Kaby Lake-R,4  / 8,2.6 to 4.2 GHz,BGA1356,14,6,28,2018-04-05
Core i5-8350U,Kaby Lake-R,4  / 8,1.7 to 3.6 GHz,BGA1356,14,6,15,2017-08-21
Core i7-8550U,Kaby Lake-R,4  / 8,1.8 to 4 GHz,BGA1356,14,8,15,2017-08-21
Core i7-8559U,Kaby Lake-R,4  / 8,2.7 to 4.5 GHz,BGA1356,14,8,28,2018-04-05
Core i7-8650U,Kaby Lake-R,4  / 8,1.9 to 4.2 GHz,BGA1356,14,8,15,2017-08-21
Core i5-7640X,Kaby Lake-X,4,3.9 to 4.3 GHz,Socket 2066,14,6,112,2017-06-26
Core i7-7740X,Kaby Lake-X,4  / 8,4.3 to 4.6 GHz,Socket 2066,14,8,112,2017-06-26
Core 2 Extreme QX6700,Kentsfield,4,2.666 GHz,Socket 775,65,N/A,130,2006-11-01
Core 2 Extreme QX6800,Kentsfield,4,2.933 GHz,Socket 775,65,N/A,130,2007-04-09
Core 2 Extreme QX6850,Kentsfield,4,3 GHz,Socket 775,65,N/A,130,2007-07-15
Core 2 Quad Q6600 (105W),Kentsfield,4,2.4 GHz,Socket 775,65,N/A,105,2007-01-07
Core 2 Quad Q6600 (95W),Kentsfield,4,2.4 GHz,Socket 775,65,N/A,95,2007-07-23
Core 2 Quad Q6700,Kentsfield,4,2.666 GHz,Socket 775,65,N/A,95,2007-04-20
Xeon Phi 3110X,Knights Corner,61  / 244,1053 MHz,PCIe x16,22,N/A,300,2012-11-12
Xeon Phi 3120A,Knights Corner,57  / 228,1100 MHz,PCIe x16,22,N/A,300,2013-06-17
Xeon Phi 3120P,Knights Corner,57  / 228,1100 MHz,PCIe x16,22,N/A,300,2013-06-17
Xeon Phi 31S1P,Knights Corner,57  / 228,1100 MHz,PCIe x16,22,N/A,270,2013-06-17
Xeon Phi 5110P,Knights Corner,60  / 240,1053 MHz,PCIe x16,22,N/A,225,2012-11-12
Xeon Phi 5120D,Knights Corner,60  / 240,1053 MHz,SFF 230-Pin,22,N/A,245,2013-06-17
Xeon Phi 7110P,Knights Corner,61  / 244,1250 MHz,PCIe x16,22,N/A,300,2012-11-12
Xeon Phi 7110X,Knights Corner,61  / 244,1250 MHz,PCIe x16,22,N/A,300,2012-11-12
Xeon Phi 7120A,Knights Corner,61  / 244,1238 to 1333 MHz,PCIe x16,22,N/A,300,2014-04-06
Xeon Phi 7120D,Knights Corner,61  / 244,1238 to 1333 MHz,SFF 230-Pin,22,N/A,270,2014-03-01
Xeon Phi 7120P,Knights Corner,61  / 244,1238 to 1333 MHz,PCIe x16,22,N/A,300,2013-06-17
Xeon Phi 7120X,Knights Corner,61  / 244,1238 to 1333 MHz,PCIe x16,22,N/A,300,2013-06-17
Xeon Phi SE10P,Knights Corner,61  / 244,1100 MHz,PCIe x16,22,N/A,300,2012-11-12
Xeon Phi SE10X,Knights Corner,61  / 244,1100 MHz,PCIe x16,22,N/A,300,2012-11-12
Aubrey Isle,Knights Ferry,32  / 128,1200 MHz,PCIe x16,45,N/A,300,2010-05-31
Xeon Phi 7210,Knights Landing,64  / 256,1300 to 1500 MHz,Socket 3647,14,N/A,215,2016-06-20
Xeon Phi 7210F,Knights Landing,64  / 256,1300 to 1500 MHz,Socket 3647,14,N/A,230,2016-06-20
Xeon Phi 7230,Knights Landing,64  / 256,1300 to 1500 MHz,Socket 3647,14,N/A,215,2016-06-20
Xeon Phi 7230F,Knights Landing,64  / 256,1300 to 1500 MHz,Socket 3647,14,N/A,230,2016-06-20
Xeon Phi 7250,Knights Landing,68  / 272,1400 to 1600 MHz,Socket 3647,14,N/A,215,2016-06-20
Xeon Phi 7250F,Knights Landing,68  / 272,1400 to 1600 MHz,Socket 3647,14,N/A,230,2016-06-20
Xeon Phi 7290,Knights Landing,72  / 288,1500 to 1700 MHz,Socket 3647,14,N/A,245,2016-06-20
Xeon Phi 7290F,Knights Landing,72  / 288,1500 to 1700 MHz,Socket 3647,14,N/A,260,2016-06-20
Xeon Phi 7235,Knights Mill,64  / 256,1300 to 1400 MHz,Socket 3647,14,N/A,250,2017-12-01
Xeon Phi 7285,Knights Mill,68  / 272,1300 to 1400 MHz,Socket 3647,14,N/A,250,2017-12-01
Xeon Phi 7295,Knights Mill,72  / 288,1500 to 1600 MHz,Socket 3647,14,N/A,320,2017-12-01
Athlon X2 6500 BE,Kuma,2,2.3 GHz,Socket AM2+,65,2,95,2008-09-08
Athlon X2 7450,Kuma,2,2.4 GHz,Socket AM2+,65,2,95,2008-12-15
Athlon X2 7550,Kuma,2,2.5 GHz,Socket AM2+,65,2,95,2008-12-15
Athlon X2 7750 BE,Kuma,2,2.7 GHz,Socket AM2+,65,2,95,2008-12-15
Athlon X2 7850 BE,Kuma,2,2.8 GHz,Socket AM2+,65,2,95,2009-04-28
Opteron X1150,Kyoto,4,2000 MHz,Socket FT3,28,N/A,17,2013-05-29
Opteron X2150,Kyoto,4,1900 MHz,Socket FT3,28,N/A,22,2013-05-29
Turion 64 ML-28,Lancaster,1,1600 MHz,Socket 754,90,N/A,32,2005-06-22
Turion 64 ML-30,Lancaster,1,1600 MHz,Socket 754,90,N/A,35,2005-03-10
Turion 64 ML-32,Lancaster,1,1800 MHz,Socket 754,90,N/A,35,2005-03-10
Turion 64 ML-34,Lancaster,1,1800 MHz,Socket 754,90,N/A,35,2005-03-10
Turion 64 ML-37,Lancaster,1,2000 MHz,Socket 754,90,N/A,35,2005-03-10
Turion 64 ML-40,Lancaster,1,2.2 GHz,Socket 754,90,N/A,35,2005-06-22
Turion 64 ML-42,Lancaster,1,2.4 GHz,Socket 754,90,N/A,35,2005-10-04
Turion 64 ML-44,Lancaster,1,2.4 GHz,Socket 754,90,N/A,35,2006-01-04
Turion 64 MT-28,Lancaster,1,1600 MHz,Socket 754,90,N/A,22,2005-06-22
Turion 64 MT-30,Lancaster,1,1600 MHz,Socket 754,90,N/A,22,2005-03-10
Turion 64 MT-32,Lancaster,1,1800 MHz,Socket 754,90,N/A,25,2005-03-10
Turion 64 MT-34,Lancaster,1,1800 MHz,Socket 754,90,N/A,25,2005-03-10
Turion 64 MT-37,Lancaster,1,2000 MHz,Socket 754,90,N/A,25,2005-08-08
Turion 64 MT-40,Lancaster,1,2.2 GHz,Socket 754,90,N/A,25,2005-08-08
Athlon 64 2000+,Lima,1,1000 MHz,Socket AM2,65,N/A,8,2008-06-01
Athlon 64 2600+,Lima,1,1600 MHz,Socket AM2,65,N/A,15,2008-01-01
Athlon 64 2650e,Lima,1,1600 MHz,Socket AM2,65,N/A,15,2009-01-01
Athlon 64 2850e,Lima,1,1800 MHz,Socket AM2,65,N/A,22,2008-08-01
Athlon 64 3100+,Lima,1,2000 MHz,Socket AM2,65,N/A,25,2008-04-21
Athlon 64 3200+,Lima,1,2000 MHz,Socket AM2,65,N/A,45,2007-02-20
Athlon 64 3500+,Lima,1,2.2 GHz,Socket AM2,65,N/A,45,2007-02-20
Athlon 64 3800+,Lima,1,2.4 GHz,Socket AM2,65,N/A,45,2007-02-20
Athlon 64 LE-1640,Lima,1,2.7 GHz,Socket AM2,65,N/A,45,2008-04-01
Athlon 64 LE-1640B,Lima,1,2.7 GHz,Socket AM2,65,N/A,45,2008-04-28
Athlon 64 LE-1660,Lima,1,2.8 GHz,Socket AM2,65,N/A,45,2008-05-01
Atom Z600,Lincroft,1,1200 MHz,BGA 518,45,N/A,1,2010-05-04
Atom Z605,Lincroft,1,1000 MHz,BGA 518,45,N/A,2,2010-05-04
Atom Z610,Lincroft,1,800 MHz,BGA 518,45,N/A,1,2010-05-04
Atom Z612,Lincroft,1,900 MHz,BGA 518,45,N/A,1,2010-05-04
Atom Z615,Lincroft,1,1600 MHz,BGA 518,45,N/A,2,2010-05-04
Atom Z620,Lincroft,1,900 MHz,BGA 518,45,N/A,1,2010-05-04
Atom Z625,Lincroft,1,1900 MHz,BGA 518,45,N/A,2,2010-05-04
Atom Z650,Lincroft,1,1200 MHz,BGA 518,45,N/A,3,2011-04-11
Atom Z670,Lincroft,1,1500 MHz,BGA 518,45,N/A,3,2011-04-11
A4-3300,Llano,2,2.5 GHz,Socket FM1,32,N/A,65,2011-09-07
A4-3300M,Llano,2,1.9 to 2.5 GHz,Socket FS1,32,N/A,35,2011-06-14
A4-3305M,Llano,2,1.9 to 2.5 GHz,Socket FS1,32,N/A,35,2011-06-14
A4-3310MX,Llano,2,2.1 to 2.5 GHz,Socket FS1,32,N/A,35,2011-06-14
A4-3320M,Llano,2,2 to 2.6 GHz,Socket FS1,32,N/A,35,2011-12-20
A4-3330MX,Llano,2,2.2 to 2.6 GHz,Socket FS1,32,N/A,45,2011-12-20
A4-3400,Llano,2,2.7 GHz,Socket FM1,32,N/A,65,2011-09-07
A4-3420,Llano,2,2.8 GHz,Socket FM1,32,N/A,65,2011-12-20
A6-3400M,Llano,4,1.4 to 2.3 GHz,Socket FS1,32,N/A,35,2011-06-14
A6-3410MX,Llano,4,1.6 to 2.3 GHz,Socket FS1,32,N/A,45,2011-06-14
A6-3420M,Llano,4,1.5 to 2.4 GHz,Socket FS1,32,N/A,35,2011-12-20
A6-3430MX,Llano,4,1.7 to 2.4 GHz,Socket FS1,32,N/A,45,2011-12-20
A6-3500,Llano,3,2.1 to 2.4 GHz,Socket FM1,32,N/A,65,2011-08-17
A6-3600,Llano,4,2.1 to 2.4 GHz,Socket FM1,32,N/A,65,2011-06-30
A6-3620,Llano,4,2.2 to 2.5 GHz,Socket FM1,32,N/A,65,2011-12-20
A6-3650,Llano,4,2.6 GHz,Socket FM1,32,N/A,100,2011-06-30
A6-3670K,Llano,4,2.7 GHz,Socket FM1,32,N/A,100,2011-12-20
A8-3500M,Llano,4,1.5 to 2.4 GHz,Socket FS1,32,N/A,35,2011-06-14
A8-3510MX,Llano,4,1.8 to 2.5 GHz,Socket FS1,32,N/A,45,2011-06-14
A8-3520M,Llano,4,1.6 to 2.5 GHz,Socket FS1,32,N/A,35,2011-12-20
A8-3530MX,Llano,4,1.9 to 2.6 GHz,Socket FS1,32,N/A,45,2011-06-14
A8-3550MX,Llano,4,2 to 2.7 GHz,Socket FS1,32,N/A,45,2011-12-20
A8-3800,Llano,4,2.4 to 2.7 GHz,Socket FM1,32,N/A,65,2011-06-30
A8-3820,Llano,4,2.5 to 2.8 GHz,Socket FM1,32,N/A,65,2011-12-20
A8-3850,Llano,4,2.9 GHz,Socket FM1,32,N/A,100,2011-06-30
A8-3870K,Llano,4,3 GHz,Socket FM1,32,N/A,100,2011-12-20
Athlon II X4 631,Llano,4,2.6 GHz,Socket FM1,32,N/A,100,2011-08-17
Athlon II X4 638,Llano,4,2.7 GHz,Socket FM1,32,N/A,65,2012-02-06
Athlon II X4 641,Llano,4,2.8 GHz,Socket FM1,32,N/A,100,2012-02-06
Athlon II X4 651,Llano,4,3 GHz,Socket FM1,32,N/A,100,2011-11-14
Athlon II X4 651K,Llano,4,3 GHz,Socket FM1,32,N/A,100,2011-11-14
E2-3000M,Llano,2,1.8 to 2.4 GHz,Socket FS1,32,N/A,35,2011-12-20
E2-3200,Llano,2,2.4 GHz,Socket FM1,32,N/A,65,2011-09-07
Core i5-750,Lynnfield,4,2.666 to 3.2 GHz,Socket 1156,45,8,95,2009-09-08
Core i5-750s,Lynnfield,4,2.4 to 3.2 GHz,Socket 1156,45,8,82,2010-01-07
Core i5-760,Lynnfield,4,2.8 to 3.333 GHz,Socket 1156,45,8,95,2010-07-18
Core i7-860,Lynnfield,4  / 8,2.8 to 3.466 GHz,Socket 1156,45,8,95,2009-09-08
Core i7-860S,Lynnfield,4  / 8,2.533 to 3.466 GHz,Socket 1156,45,8,82,2010-01-07
Core i7-870,Lynnfield,4  / 8,2.933 to 3.6 GHz,Socket 1156,45,8,95,2009-09-08
Core i7-870S,Lynnfield,4  / 8,2.666 to 3.6 GHz,Socket 1156,45,8,82,2010-07-19
Core i7-875K,Lynnfield,4  / 8,2.933 to 3.6 GHz,Socket 1156,45,8,95,2010-05-30
Core i7-880,Lynnfield,4  / 8,3.066 to 3.733 GHz,Socket 1156,45,8,95,2010-05-30
Opteron 6168,Magny-Cours,12,1900 MHz,Socket G34,45,12,115,2010-03-29
Athlon 64 3200+,Manchester,1,2000 MHz,Socket 939,90,N/A,67,2005-05-31
Athlon 64 3500+,Manchester,1,2.2 GHz,Socket 939,90,N/A,67,2005-05-31
Athlon 64 X2 3600+,Manchester,2,2000 MHz,Socket 939,90,N/A,89,2001-01-01
Athlon 64 X2 3800+,Manchester,2,2000 MHz,Socket 939,90,N/A,89,2005-08-01
Athlon 64 X2 4200+,Manchester,2,2.2 GHz,Socket 939,90,N/A,89,2006-05-23
Athlon 64 X2 4600+,Manchester,2,2.4 GHz,Socket 939,90,N/A,110,2006-05-23
Sempron 2800+,Manila,1,1600 MHz,Socket AM2,90,N/A,62,2006-05-23
Sempron 3000+,Manila,1,1600 MHz,Socket AM2,90,N/A,62,2006-05-23
Sempron 3000+ EE SFF,Manila,1,1600 MHz,Socket AM2,90,N/A,35,2006-05-23
Sempron 3200+,Manila,1,1800 MHz,Socket AM2,90,N/A,62,2006-05-23
Sempron 3200+ EE SFF,Manila,1,1800 MHz,Socket AM2,90,N/A,35,2006-05-23
Sempron 3400+,Manila,1,1800 MHz,Socket AM2,90,N/A,62,2006-05-23
Sempron 3400+ EE SFF,Manila,1,1800 MHz,Socket AM2,90,N/A,35,2006-05-23
Sempron 3500+,Manila,1,2000 MHz,Socket AM2,90,N/A,62,2006-05-23
Sempron 3500+ EE SFF,Manila,1,2000 MHz,Socket AM2,90,N/A,35,2006-05-23
Sempron 3600+,Manila,1,2000 MHz,Socket AM2,90,N/A,62,2006-05-23
Sempron 3800+,Manila,1,2.2 GHz,Socket AM2,90,N/A,62,2006-10-23
Ryzen 3 3100,Matisse,4  / 8,3.6 to 3.9 GHz,Socket AM4,7,16,65,2020-04-24
Ryzen 3 3300X,Matisse,4  / 8,3.8 to 4.3 GHz,Socket AM4,7,16,65,2020-04-24
Ryzen 5 3500X,Matisse,6,3.6 to 4.1 GHz,Socket AM4,7,32,65,2019-09-24
Ryzen 5 3600,Matisse,6  / 12,3.6 to 4.2 GHz,Socket AM4,7,32,65,2019-07-07
Ryzen 5 3600X,Matisse,6  / 12,3.8 to 4.4 GHz,Socket AM4,7,32,95,2019-07-07
Ryzen 7 3700X,Matisse,8  / 16,3.6 to 4.4 GHz,Socket AM4,7,32,65,2019-07-07
Ryzen 7 3800X,Matisse,8  / 16,3.9 to 4.5 GHz,Socket AM4,7,32,105,2019-07-07
Ryzen 7 3800XT,Matisse,8  / 16,3.8 to 4.7 GHz,Socket AM4,7,32,105,2020-05-31
Ryzen 9 3900X,Matisse,12  / 24,3.8 to 4.6 GHz,Socket AM4,7,64,105,2019-07-07
Ryzen 9 3900XT,Matisse,12  / 24,3.9 to 4.7 GHz,Socket AM4,7,64,105,2020-05-31
Ryzen 9 3950X,Matisse,16  / 32,3.5 to 4.7 GHz,Socket AM4,7,64,105,2019-11-14
Ryzen Threadripper 3960X,Matisse,24  / 48,3.8 to 4.5 GHz,Socket TR4,7,128,280,2019-11-25
Ryzen Threadripper 3970X,Matisse,32  / 64,3.7 to 4.5 GHz,Socket TR4,7,128,280,2019-11-25
Ryzen Threadripper 3980X,Matisse,48  / 96,3.5 to 4.7 GHz,socket test,7,128,280,2019-11-14
Ryzen Threadripper 3990X,Matisse,64  / 128,2.9 to 4.3 GHz,Socket TR4,7,128,280,2020-02-07
Core 2 Duo T5200,Merom,2,1600 MHz,Socket 479,65,N/A,35,2006-07-27
Core 2 Duo T5500,Merom,2,1667 MHz,Socket M,65,N/A,35,2006-07-27
Core 2 Duo T5600,Merom,2,1833 MHz,Socket 479,65,N/A,35,2006-07-27
Core 2 Duo T7100,Merom,2,1800 MHz,Socket P,65,N/A,35,2007-05-27
Core 2 Duo T7200,Merom,2,2000 MHz,Socket 479,65,N/A,35,2006-07-27
Core 2 Duo T7250,Merom,2,2000 MHz,Socket P,65,N/A,35,2007-09-27
Core 2 Duo T7300,Merom,2,2000 MHz,Socket 479,65,N/A,35,2006-07-27
Core 2 Duo T7400,Merom,2,2.166 GHz,Socket 479,65,N/A,35,2006-07-27
Core 2 Duo T7500,Merom,2,2.2 GHz,Socket P,65,N/A,35,2007-05-27
Core 2 Duo T7600,Merom,2,2.333 GHz,Socket 479,65,N/A,35,2006-07-27
Core 2 Duo T7600G,Merom,2,2.333 GHz,Socket M,65,N/A,35,2006-12-27
Core 2 Duo T7700,Merom,2,2.4 GHz,Socket P,65,N/A,35,2007-05-27
Core 2 Duo T7800,Merom,2,2.6 GHz,Socket P,65,N/A,35,2007-09-27
Core 2 Duo U7500,Merom,2,1073 MHz,Socket P,65,N/A,10,2008-02-27
Core 2 Duo U7500,Merom,2,1073 MHz,Socket M,65,N/A,10,2007-04-27
Core 2 Duo U7600,Merom,2,1200 MHz,Socket M,65,N/A,10,2007-04-27
Core 2 Duo U7600,Merom,2,1200 MHz,Socket P,65,N/A,10,2007-04-27
Core 2 Duo U7700,Merom,2,1333 MHz,Socket M,65,N/A,10,2007-12-27
Core 2 Duo U7700,Merom,2,1333 MHz,Socket P,65,N/A,10,2008-02-27
Core 2 Extreme X7900,Merom XE,2,2.8 GHz,Socket P,65,N/A,44,2007-08-01
Core 2 Solo ULV U2100,Merom-L,1,1067 MHz,BGA 956,65,N/A,5,2007-09-01
Core 2 Solo ULV U2200,Merom-L,1,1200 MHz,BGA 956,65,N/A,5,2007-09-01
EPYC 7251,Naples,8  / 16,2.1 to 2.9 GHz,Socket SP3,14,32,120,2017-06-29
EPYC 7261,Naples,8  / 16,2.5 to 2.9 GHz,Socket SP3,14,32,170,2018-06-14
EPYC 7281,Naples,16  / 32,2.1 to 2.7 GHz,Socket SP3,14,32,170,2017-06-29
EPYC 7301,Naples,16  / 32,2.2 to 2.7 GHz,Socket SP3,14,64,170,2017-06-29
EPYC 7351,Naples,16  / 32,2.4 to 2.9 GHz,Socket SP3,14,64,170,2017-06-29
EPYC 7351P,Naples,16  / 32,2.4 to 2.9 GHz,Socket SP3,14,64,170,2017-06-29
EPYC 7371,Naples,16  / 32,3.1 to 3.8 GHz,Socket SP3,14,64,170,2018-11-16
EPYC 7401,Naples,24  / 48,2 to 3 GHz,Socket SP3,14,64,170,2017-06-29
EPYC 7401P,Naples,24  / 48,2 to 3 GHz,Socket SP3,14,64,170,2017-06-29
EPYC 7451,Naples,24  / 48,2.3 to 3.2 GHz,Socket SP3,14,64,180,2017-06-29
EPYC 7501,Naples,32  / 64,2 to 3 GHz,Socket SP3,14,64,170,2017-06-29
EPYC 7551,Naples,32  / 64,2 to 3 GHz,Socket SP3,14,64,180,2017-06-29
EPYC 7551P,Naples,32  / 64,2 to 3 GHz,Socket SP3,14,64,180,2017-06-29
EPYC 7601,Naples,32  / 64,2.2 to 3.2 GHz,Socket SP3,14,64,180,2017-06-29
Athlon 64 2700+,NewCastle,1,1600 MHz,Socket 754,130,N/A,32,2004-04-27
